cv_id,job_id,job_title,company,industry,language_detected,required_experience_years,required_education,semantic_score_percent,keyword_score_percent,improvement_percent,semantic_rank_for_cv,keyword_rank_for_cv,semantic_skills_score_percent,semantic_experience_score_percent,semantic_education_score_percent
CV095,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,33.78,5.36,28.42,17,20,19.78,42.68,43.97
CV095,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,38.3,7.31,30.99,13,13,32.9,40.86,43.97
CV095,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,34.58,6.51,28.07,16,15,32.89,31.57,43.97
CV094,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,28.5,1.37,27.13,26,32,20.87,30.3,40.16
CV094,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,43.15,3.45,39.7,11,31,31.22,62.38,28.55
CV094,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,26.37,5.76,20.61,28,21,12.34,35.46,36.24
CV094,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,33.63,9.05,24.58,17,9,25.54,40.42,36.24
CV094,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,24.46,7.0,17.46,31,13,15.3,27.74,36.24
CV094,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,36.53,6.16,30.37,16,19,32.53,40.68,36.24
CV094,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,31.02,6.32,24.7,21,18,20.59,38.85,36.24
CV094,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,38.9,4.24,34.66,14,29,38.02,41.12,36.24
CV094,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,28.87,6.56,22.31,23,16,16.91,37.14,36.24
CV094,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,27.24,3.79,23.45,27,30,21.21,28.76,36.24
CV094,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,40.39,6.54,33.85,13,17,34.83,48.02,36.24
CV094,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,44.89,6.91,37.98,7,14,43.01,51.09,36.24
CV094,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,32.84,4.8,28.04,18,23,21.6,42.38,36.24
CV094,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,25.35,6.05,19.3,30,20,0.0,45.26,36.24
CV094,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,28.65,4.73,23.92,25,25,12.51,40.99,36.24
CV094,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,21.67,4.67,17.0,32,26,11.56,24.5,36.24
CV094,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,30.14,4.48,25.66,22,28,16.18,41.05,36.24
CV094,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,26.27,4.5,21.77,29,27,5.01,42.54,36.24
CV094,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.84,4.76,27.08,20,24,18.12,43.37,36.24
CV094,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.97,6.64,25.33,19,15,21.89,39.91,36.24
CV094,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,28.66,5.08,23.58,24,22,10.64,39.11,43.78
CV094,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,42.9,7.77,35.13,12,12,34.62,54.5,36.24
CV094,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,52.14,20.79,31.35,3,2,44.65,67.59,36.24
CV094,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,51.77,13.75,38.02,4,4,42.24,69.06,36.24
CV094,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,46.63,7.96,38.67,5,11,43.89,61.68,21.99
CV094,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,43.42,10.63,32.79,10,8,40.37,50.06,36.24
CV094,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,56.44,25.56,30.88,1,1,49.86,73.11,36.24
CV094,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,44.66,12.3,32.36,8,5,31.19,62.33,36.24
CV094,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,45.98,11.48,34.5,6,6,35.32,61.52,36.24
CV094,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,44.38,10.87,33.51,9,7,29.26,63.58,36.24
CV094,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,54.85,17.0,37.85,2,3,44.4,74.61,36.24
CV094,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,36.57,8.87,27.7,15,10,31.42,41.89,36.24
CV093,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,24.18,3.92,20.26,32,22,10.11,29.91,40.88
CV093,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,29.56,3.55,26.01,25,26,22.74,41.23,19.88
CV093,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,51.53,18.4,33.13,8,3,36.65,67.9,48.56
CV093,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,56.36,25.51,30.85,3,2,47.1,69.52,48.56
CV093,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,52.99,13.26,39.73,4,4,52.71,55.48,48.56
CV093,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,56.42,11.54,44.88,2,5,46.43,70.35,48.56
CV093,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,58.43,28.21,30.22,1,1,49.28,72.52,48.56
CV093,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,52.72,7.84,44.88,6,10,48.73,58.78,48.56
CV093,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,47.71,9.07,38.64,10,8,43.41,51.59,48.56
CV093,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,50.5,10.97,39.53,9,6,40.24,61.72,48.56
CV093,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.58,6.1,40.48,11,12,43.11,49.07,48.56
CV093,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,52.8,8.14,44.66,5,9,44.04,63.68,48.56
CV093,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,35.57,2.93,32.64,15,28,18.72,45.93,48.56
CV093,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.55,4.98,24.57,26,15,8.91,40.68,48.56
CV093,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,27.17,4.7,22.47,27,18,11.02,32.62,48.56
CV093,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,26.64,4.93,21.71,29,16,13.8,28.51,48.56
CV093,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.71,4.17,27.54,20,21,12.84,42.15,48.56
CV093,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,25.69,2.36,23.33,31,32,3.84,36.1,48.56
CV093,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,26.08,3.85,22.23,30,23,15.39,25.53,48.56
CV093,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.36,4.5,26.86,21,19,13.92,40.21,48.56
CV093,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,26.93,3.73,23.2,28,25,17.19,24.72,50.82
CV093,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,51.78,10.07,41.71,7,7,51.13,54.03,48.56
CV093,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,33.72,3.81,29.91,17,24,27.29,32.74,48.56
CV093,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,29.6,2.95,26.65,24,27,13.25,36.48,48.56
CV093,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,32.2,2.49,29.71,19,31,32.46,33.21,29.66
CV093,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,34.99,4.47,30.52,16,20,23.16,40.04,48.56
CV093,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,32.86,2.92,29.94,18,29,23.65,34.22,48.56
CV093,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,30.64,4.85,25.79,22,17,21.55,30.77,48.56
CV093,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,37.33,5.7,31.63,13,14,19.18,49.87,48.56
CV093,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,30.32,2.64,27.68,23,30,14.45,37.06,48.56
CV093,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,43.73,6.84,36.89,12,11,37.85,47.2,48.56
CV093,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,36.36,6.08,30.28,14,13,31.44,35.17,48.56
CV092,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,32.37,3.07,29.3,25,30,25.02,32.61,46.58
CV092,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,42.02,5.64,36.38,14,13,26.14,63.44,30.93
CV092,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,25.54,4.56,20.98,32,18,8.81,30.94,48.22
CV092,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,35.57,7.21,28.36,20,9,31.63,33.19,48.22
CV092,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,26.78,4.83,21.95,31,16,16.38,26.47,48.22
CV092,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,38.09,4.36,33.73,17,20,35.8,35.32,48.22
CV092,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,31.51,3.8,27.71,26,23,21.0,33.66,48.22
CV092,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,41.26,3.17,38.09,15,29,41.02,38.01,48.22
CV092,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,37.09,4.45,32.64,18,19,34.13,34.49,48.22
CV092,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,28.65,2.97,25.68,28,31,16.73,30.78,48.22
CV092,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.95,4.68,42.27,7,17,45.02,48.24,48.22
CV092,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,43.48,4.88,38.6,11,15,37.67,46.92,48.22
CV092,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,38.23,3.81,34.42,16,22,25.91,45.56,48.22
CV092,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,27.52,4.12,23.4,29,21,3.22,41.47,48.22
CV092,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,35.28,3.33,31.95,22,27,21.2,42.89,48.22
CV092,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,26.97,3.41,23.56,30,25,14.34,28.98,48.22
CV092,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.88,2.8,31.08,23,32,17.19,43.41,48.22
CV092,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,28.73,3.22,25.51,27,28,0.0,47.72,48.22
CV092,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.56,3.4,30.16,24,26,10.87,48.93,48.22
CV092,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,36.55,4.96,31.59,19,14,25.02,42.24,48.22
CV092,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,35.31,3.6,31.71,21,24,18.98,43.05,52.51
CV092,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,48.65,6.66,41.99,5,11,48.17,49.34,48.22
CV092,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,50.05,11.7,38.35,3,4,41.44,59.58,48.22
CV092,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,47.56,9.85,37.71,6,5,30.25,64.54,48.22
CV092,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,46.35,8.46,37.89,8,7,46.74,56.43,25.43
CV092,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,43.27,6.4,36.87,12,12,34.78,49.28,48.22
CV092,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,58.12,23.72,34.4,1,1,54.43,66.76,48.22
CV092,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,45.82,14.6,31.22,9,3,23.63,66.8,48.22
CV092,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,44.24,6.83,37.41,10,10,28.92,57.56,48.22
CV092,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,50.7,16.75,33.95,2,2,28.8,73.85,48.22
CV092,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,49.08,9.05,40.03,4,6,37.27,61.32,48.22
CV092,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,42.53,7.65,34.88,13,8,41.59,40.63,48.22
CV091,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,28.95,1.6,27.35,26,32,21.84,29.63,41.8
CV091,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,45.2,2.45,42.75,8,31,36.58,59.76,33.34
CV091,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,30.43,6.27,24.16,24,12,10.53,42.56,45.97
CV091,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,39.35,9.09,30.26,15,6,34.44,40.96,45.97
CV091,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,27.55,4.2,23.35,28,28,19.71,26.18,45.97
CV091,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,34.7,7.66,27.04,16,10,29.42,34.34,45.97
CV091,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,30.52,5.9,24.62,22,15,14.9,38.42,45.97
CV091,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,44.53,4.26,40.27,12,27,41.45,46.89,45.97
CV091,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,32.31,4.93,27.38,20,20,20.46,37.33,45.97
CV091,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,26.92,3.36,23.56,30,29,18.49,25.83,45.97
CV091,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,40.01,5.15,34.86,14,19,43.43,33.6,45.97
CV091,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,48.57,8.88,39.69,5,7,42.92,55.52,45.97
CV091,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,30.84,4.56,26.28,21,25,21.64,32.47,45.97
CV091,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,25.84,5.36,20.48,31,18,0.0,41.61,45.97
CV091,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,30.48,4.64,25.84,23,24,21.22,31.99,45.97
CV091,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,24.53,4.72,19.81,32,23,19.38,18.97,45.97
CV091,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,30.12,2.86,27.26,25,30,18.57,33.75,45.97
CV091,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,27.59,4.55,23.04,27,26,11.97,34.01,45.97
CV091,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.65,4.73,28.92,17,22,18.56,42.58,45.97
CV091,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.65,5.84,27.81,17,16,23.81,37.33,45.97
CV091,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,27.17,4.84,22.33,29,21,7.24,33.92,53.52
CV091,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,47.84,7.91,39.93,7,9,46.88,49.73,45.97
CV091,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,54.91,25.76,29.15,1,1,46.19,68.11,45.97
CV091,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,52.29,7.23,45.06,4,11,47.72,60.03,45.97
CV091,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,53.3,20.54,32.76,3,2,58.88,62.68,23.37
CV091,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,44.84,11.16,33.68,9,5,43.3,45.82,45.97
CV091,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,48.27,6.02,42.25,6,14,43.74,53.95,45.97
CV091,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,43.85,11.95,31.9,13,4,39.96,46.69,45.97
CV091,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,44.55,8.84,35.71,11,8,38.45,49.94,45.97
CV091,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,44.58,6.03,38.55,10,13,38.88,49.58,45.97
CV091,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,54.37,19.84,34.53,2,3,36.08,76.86,45.97
CV091,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,33.45,5.74,27.71,19,17,30.18,30.47,45.97
CV090,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,29.46,3.04,26.42,30,32,20.9,29.05,47.4
CV090,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,45.21,5.29,39.92,12,16,33.67,60.95,36.83
CV090,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,30.07,4.89,25.18,29,18,9.63,41.3,48.49
CV090,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,38.22,7.88,30.34,17,8,25.36,45.94,48.49
CV090,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,30.53,4.32,26.21,28,23,19.11,32.96,48.49
CV090,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,39.85,5.0,34.85,15,17,33.85,41.54,48.49
CV090,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,36.09,5.75,30.34,19,15,20.46,45.53,48.49
CV090,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,44.21,4.47,39.74,13,22,38.59,47.7,48.49
CV090,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,38.22,3.37,34.85,17,28,27.05,44.25,48.49
CV090,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,31.35,3.88,27.47,24,25,22.34,31.78,48.49
CV090,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,47.34,6.38,40.96,11,12,42.98,51.13,48.49
CV090,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,49.47,6.54,42.93,6,10,39.89,59.54,48.49
CV090,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.22,3.21,30.01,21,31,19.79,39.01,48.49
CV090,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,28.11,4.71,23.4,32,20,1.08,44.96,48.49
CV090,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,30.63,3.41,27.22,26,27,13.94,38.39,48.49
